level;object_id;facebook_post_url;message;created_time;like_count;comment_count
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Crea fama y hechate a dormir... desgraciadamente por unos pagán todos.;2023-10-06T14:45:38+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Mono Manuel Barrera Rodriguez , exacto,ellos se lo pierden🤣;2023-10-06T15:07:09+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;la xenofobia demuestra la ignorancia de un pueblo;2023-10-06T15:11:59+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Es lo más normal  Con los costa 😅;2023-10-06T15:20:21+0000;2;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza y a usted con ese vinagre que maneja.;2023-10-06T15:21:23+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Deisy Chacón Nos bailamos hasta los villancicos;2023-10-06T15:25:07+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Mono Manuel Barrera Rodriguez ,🤣🤣🤣;2023-10-06T15:36:11+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;No me sorprendería, pues una perita en dulce no somos, lo mismo que los del vecino país, casi que igualitos;2023-10-06T15:37:04+0000;20;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza jajaja lo dice una 🐀 arrastrado de BIEN ... !!! Buena por esa 👌🏽🤡🤡🤡🤡💩💩💯😉;2023-10-06T15:50:54+0000;2;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Cada cual;2023-10-06T15:59:45+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Es triste pero es el estigma que cada ciudadano se gana por el bien o mal comportamiento de nuestros compatriotas, ahí lo que toca es cada quien ganarse su lugar y el respeto siendo responsables y buenas personas;2023-10-06T16:11:42+0000;22;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Panamá y México xD no nos quieren, parce :') díganle que yo le compro la cuadra 🥴🤣🤣;2023-10-06T16:16:57+0000;2;3
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza no falta el pendejo que demuestra lo que dice el mismo letrerito demuestran que son gente de bien;2023-10-06T16:18:03+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Fuera malditos de Colombia 🇨🇴 🇨🇴;2023-10-06T16:20:12+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Venancio Diaz Correa gracias por lo que me corresponde,  pero yo no tengo la culpa de su resentimiento hacia los demas🤦‍♂️;2023-10-06T16:24:40+0000;6;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Para nadie es un secreto, que los colombianos, en todas partes del mundo, nos ven mal, todo por culpa de la coca, de Pablo escobar  y en especial, por los hp uribestias, en toda parte la cagaron, así que no me extraña, jaja 😂;2023-10-06T16:28:10+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Depende porque cuando estás en EEUU le alquilan a una persona y resultan viviendo 20 personas Y aquí le alquilan a una persona y resultan viviendo como 40 no es verdad 🤣😂😅😆😁;2023-10-06T16:34:46+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza sí son paracos uribistas, está muy bien.😂🤣;2023-10-06T16:39:17+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza por su comentario el resentido es UD que le duele acaso ya no está en alguna nómina paralela o le quitaron algún contrato leonino?;2023-10-06T16:41:52+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Jaime O Pericles los colombianos en el exterior no tenemos fama de honrados.;2023-10-06T16:55:35+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Hahahaha su casa sus reglas;2023-10-06T16:57:33+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;;;;
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Lamentablemente los venezolanos mismos ya han echo su fama.  Es injusto generalizar pero es lo normal.;2023-10-06T16:57:36+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Edgar Duran pues tan fácil de.;2023-10-06T16:58:19+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Nubia Delgado Rodriguez Delgado Rodriguez me encanta como hechan babasa los petristes cuando se les toréa 🤣🤣🤣 gracias por hacerme reír 👌;2023-10-06T16:59:20+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Mono Manuel Barrera Rodriguez 🤡 🤡 🤡;2023-10-06T17:06:56+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Mi compa el menos traumado con Petro:;2023-10-06T17:07:23+0000;11;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Que si no hacemos algo con una plaga que tenemos adentro de nuestro casa,vamos a llorar después...;2023-10-06T17:21:24+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza 🤡🤡🤡😂😂😂;2023-10-06T17:42:40+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Totalmente de acuerdo!!;2023-10-06T18:03:40+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza ...El trauma de un URIBISTA es grande...🤣🤣🤣;2023-10-06T18:05:31+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Pero con esa fama  q tienen  lo chichonbianos en otros paises    traficantes    ladrones   drogadictos  sicarios   vagos;2023-10-06T18:15:07+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;En Bogotá lo hacen hasta con gente del mismo país. No le arriendan a costeños... 🙄;2023-10-06T18:23:22+0000;23;7
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Creo que eso nos la hemos ganado desde hace mucho tiempo una plaga .solo exportamos maldad i ahora sí que es peor con este pacto diabólico;2023-10-06T18:23:26+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Que estoy en el lugar equivocado.;2023-10-06T18:29:38+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Nicolas Bernal Romero Jajaja en patio bonito solo arriendan a extranjeros;2023-10-06T18:30:20+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Pienso que esta publicación la hizo un venezolano conflictivo y resentido;2023-10-06T18:34:13+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza hay le comentan algo de petro y se excita jajajajajaj;2023-10-06T18:42:18+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Huguesjavier Manjarres como cuales;2023-10-06T18:43:21+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Skai Kushland jajajajajaj me da risa tu comentario por que panama formaba a Colombia jajajajaja;2023-10-06T18:44:04+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Alba Luz Mejía Correa el trauma es de los petristes que créen que no comerse los cuentos y las estupideces que dice el animal de petro es ser uribista , me encanta verlos revolcarse es su inmundicia e ignorancia 👏👏👏👏👏👏👏 gracias por hacerme reír. Quien sigue??;2023-10-06T18:46:53+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Así es en México;2023-10-06T18:47:37+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;🤔🤔🤔🤫;2023-10-06T18:48:00+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;cada quien le entienda,  le presta o le vende al que se le da la gana  es su casa, su propiedad se la gano y está en su derecho de decidir como y a quien se la ofrece..listo..!  igual sucede con las mujeres  ellas verán a quien le prestan esa vaina   unos creen que por tener billete y cara bonita se la van a ganar a todas..y llega alguna que le niega la entrada y entonces se ofenden   desde mi perspectiva, es lo mismo   cuca o casa, si. no le caes bien al dueño  ni modos seguir buscando hasta encontrar  donde meter la cabeza;2023-10-06T18:57:20+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza o si es un pobrebobohjpt, que usa sisben, es mensajero y se cree terrateniente uribista jajajajabobohjpt.;2023-10-06T19:09:47+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza esa fue la fama que nos dio Uribe ante el resto del mundo  Ni un voto a la extrema derecha de este país a  esa mafia;2023-10-06T19:14:54+0000;2;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza los uriñeros bien ratas bastante procesos tiene centro demoníaco y sus aliados no lo digo yo lo dice la justicia ☺😎 delincuente;2023-10-06T19:15:34+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;;;;
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza ...Su trauma ya raya en locura 😵‍💫🥱😵‍💫😵‍💫🤣🤣🤣🤣;2023-10-06T19:15:56+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Si se por  quien  lo dicen  pero  estoy  de acuerdo.  Soy arrendador  y  tuve  mal experiencia  con ellos,  le  arrendamos  a una pareja  y terminaron  metidos  5  y querian traer  mas. En  Colombia  se entiende  que ze arrenda  a  cierta cantidad  de personas  por desgaste  de inmueble,  convivencia,  promedio  de servicios.  A mas gente  deterioro  de los elementos  internos  es mayor. Culturalmente  si  somos  mas tranquilos, y en la  experiencia muchos   son mas desaseados. La casa  quedó  de pintar  otra vez salieron  por bullosos, entonces  si vuelvo  a dejar  entrar  alguno   debe  ser muy bien recomendado  porque  tengo  amigos  extranjeros  que son muy  buena onda,  re cheveres  he salido  con ellas  y son re lindas personas  pero lastimosamente  hay  personas por cantidades  que los hacen  quedar mal;2023-10-06T19:18:42+0000;6;1
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Emi Alejandra Villota el tema no era político,  pero bueno que más se le va a pedir a los petristes 🤦‍♂️;2023-10-06T19:19:10+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;pues depronto los Colombianos se cansaron de ser el único país caritativo de puertas abiertas a todo el mundo y extranjeros vengan a invadir todo especialmente el espacio público cosa que ni a los Colombianos nos permitían. vaya usted a otro pais a ver si lo reciben como los Colombianos recibimos a cuanto extranjero llega de todas partes, ni crean .;2023-10-06T19:19:57+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;El dueño de la casa decide a quién le arrienda;2023-10-06T19:21:04+0000;3;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;A los petroñeros esos acaban con todo son una plaga;2023-10-06T19:22:39+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Es muy triste por unos pagarían otros,;2023-10-06T19:28:32+0000;2;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza un pobreton con un face basura y vulgar hablando de petronñeros sabes que🖕🤡;2023-10-06T19:30:13+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Que cada quien haga lo que le da la gana;2023-10-06T19:59:43+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza siga sudando damier chirrete urip.erra;2023-10-06T20:02:58+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Si son uribestias que se vayan a vivir con bukele;2023-10-06T20:05:27+0000;1;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Ni a venez0lanos;2023-10-06T20:07:13+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Estoy totalmente de acuerdo con el señor Jorge Iván Giraldo... También sé por quienes lo dicen, y también en el sector Campestre en el que vivo, se presentaron graves casos con esas personas.... Pero es verdad no hay que generalizar,, porque no todos los Colombianos somos narcos,,,, ni todos los del hermano País son malos.. Tengo familia nacida allá y son gente de bien,, y muy trabajadora..... 😉😄 Además somos más los buenos   😇💪🥰;2023-10-06T20:15:33+0000;18;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Normal;2023-10-06T20:15:39+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Total apoyo a nuestro presidente petro 🤝🇨🇴;2023-10-06T20:19:42+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Y los ñeñeros como van?;2023-10-06T20:44:18+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Excelente;2023-10-06T20:44:35+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Allá ellos eso no me trasnocha afortunadamente a donde he ido me han abierto las puertas;2023-10-06T20:45:55+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Danuic Steven Villabona Herrera los tengo a todos alborotados 🤣🤣🤣🤣;2023-10-06T20:52:06+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza seguro?;2023-10-06T20:54:30+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Pasó en Chile y fue horrible;2023-10-06T20:59:55+0000;0;1
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaiza uribestia coyaubra hp. Todavia con el jopo chambuscado, echese en ese orto baselina.;2023-10-06T21:00:51+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Yanira Romero así es y nos quitaron   pero bueno;2023-10-06T21:01:46+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Maria Rubiela Sanchez Torres si señora;2023-10-06T21:02:28+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Pues les cuento que mí DIOS me regaló un corazón bueno y generoso y pordoquiera que yo vaya siempre se me Abren muchísimas puertas has el Bien y No mires a quien;2023-10-06T21:05:15+0000;8;4
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;;;;
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Danuic Steven Villabona Herrera léelos a todos y te darás cuenta 🤣🤣🤣;2023-10-06T21:13:01+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Si todos los colombianos migrantes a otro país fueran: delincuentes....homicidas....facilitas para todo......mujeres de la calle, creo que sí sería justo el aviso......;2023-10-06T21:17:15+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Pues con esa mano de Venecos en Bogotá,yo ya me siento turista 🤣🤣🤣🤣;2023-10-06T21:26:45+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Me voy pa otro lado;2023-10-06T21:39:47+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Porque sali de Colombia;2023-10-06T21:48:54+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Si veo ese letrero en otro país que no sea Colombia, pues bueno 🤣🤣, pero si lo. Veo en mi propio país pues me dan ganas de llamar a migración y deportar a los extranjeros por xenofobicos en mi país 🤣🤣🤣;2023-10-06T22:06:03+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Donde venderé mi periquito 😩;2023-10-06T22:14:12+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Donde venderé mi periquito y la marachafa 😩;2023-10-06T22:14:34+0000;0;0
2;407615769604377_871896044297908;https://www.facebook.com/MutanteOrg/posts/pfbid02ZBeUGuLaFHgB4DzhdEMvWdQyA7tyefmHEcgUMt2dwCNybJPmxwyvALaKfo4J4oCNl;Andres Portela Loaizasi son uribestias centro mierd,,,,,,, democrática no se les puede alquilar 💩💩💩;2023-10-06T22:15:46+0000;0;0
